label,jsonl_data
multi,"{'data': 'Inorganic coating Organic treatment Crystal size [ μm ] Specific gravity [ g/cm 3 ] Loss at 105 °C ( 1 ) [ % ] Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] Durability | Inorganic coating Organic treatment Crystal size [ μm ] Specific gravity [ g/cm 3 ] Loss at 105 °C ( 1 ) [ % ] Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] Durability | Alumina, Zirconia <header> <TiO 2 content [ % ] > | <TiO 2 content [ % ] > | < 94 > </header>', 'label': []}"
multi,"{'data': 'pH: Specific gravity: | 7.4 4.1', 'label': []}"
multi,"{'data': 'treatment: Oil absorption: | Alumina, silica, organic 35 g/ 100 g', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 17 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 17 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 17 / 100', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | R 2', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 24 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 17 / 100', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | R 2', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | R 2', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 24 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 17 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | R 2', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 24 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 24 / 100', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 24 / 100', 'label': []}"
multi_header,"{'data': 'Grade | TiO 2 concentration ( wt % ) | X - ray diameter ( nm ) | PH | Utilized powder | Stabilizer <header> <Grade> | <TiO 2 concentration ( wt % ) > | <X - ray diameter ( nm ) > | <PH> | <Utilized powder> | <Stabilizer> </header>', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] | 1.1', 'label': []}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | 1.1', 'label': [[0, 4, 'measuring_condition'], [15, 21, 'measuring_condition']]}"
multi_header,"{'data': 'Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | Bulk density ( tamped ) ( 2 ) [ g/cm 3 ] Oil absorption ( 3 ) [ cm 3 /g pigment ] Water demand ( 4 ) [ cm 3 /g pigment ] ISO 591 classification | R 2', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
multi_header,"{'data': 'Grade | Feature | TiO 2 content ( wt % ) | X - ray diameter ( nm ) | Specific surface area ( m 2 /g ) | Photocatalytic activity 1 ) ( hr - 1 ) <header> <Grade> | <Feature> | <TiO 2 content ( wt % ) > | <X - ray diameter ( nm ) > | <Specific surface area ( m 2 /g ) > | <Photocatalytic activity 1 ) ( hr - 1 ) > </header>', 'label': []}"
