label,jsonl_data
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'Product | Appearance @ 25 °C | Pt - Co Color | Density 20 / 20 °C | Water ( % wt. ) | Acidity as Acetic Acid ( ppm ) | Boiling Pt. ( °C ) @ 760 mm Hg <header> <Product> | <Appearance @ 25 °C> | <Pt - Co Color> | <Density 20 / 20 °C> | <Water ( % wt. ) > | <Acidity as Acetic Acid ( ppm ) > | <Boiling Pt. ( °C ) @ 760 mm Hg> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapor pressure P [ hPa ] | Density r [ g/cm 3 ] | Viscosity η [ mPa·s ] | Specific heat Cp [ kj/ ( kg·K ) ] <header> <T [ °C ] > | <Vapor pressure P [ hPa ] > | <Density r [ g/cm 3 ] > | <Viscosity η [ mPa·s ] > | <Specific heat Cp [ kj/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T ( ºC ) | Vapour Pressure P ( mbar ) | Density p ( g/cm 3 ) | Viscosity ƞ ( mPa·s ) | Specific heat Cp ( kJ/ ( kg·K ) ) | Thermal conductivity λ ( mW/ ( m·K ) ) <header> <T ( ºC ) > | <Vapour Pressure P ( mbar ) > | <Density p ( g/cm 3 ) > | <Viscosity ƞ ( mPa·s ) > | <Specific heat Cp ( kJ/ ( kg·K ) ) > | <Thermal conductivity λ ( mW/ ( m·K ) ) > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Viscosity p [ mPa·s ] | Specific heat Cr [ kJ/ ( kg·K ) ] | x [ mN/m ] Surface tension <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Viscosity p [ mPa·s ] > | <Specific heat Cr [ kJ/ ( kg·K ) ] > | <x [ mN/m ] Surface tension> </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density d [ g/cm 3 ] | Viscosity n [ mPa·s ] | Refractive index nD | Specific heat CP [ kJ/ ( kg·K ) ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density d [ g/cm 3 ] > | <Viscosity n [ mPa·s ] > | <Refractive index nD> | <Specific heat CP [ kJ/ ( kg·K ) ] > </header>', 'label': []}"
multi_header,"{'data': 'T [ °C ] | Vapour pressure P [ mbar ] | Density r [ g/cm 3 ] | Thermal conductivity q [ mW/ ( m·K ) ] | Thermal conductivity q [ mW/ ( m·K ) ] | Viscosity p [ mPa·s ] <header> <T [ °C ] > | <Vapour pressure P [ mbar ] > | <Density r [ g/cm 3 ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Thermal conductivity q [ mW/ ( m·K ) ] > | <Viscosity p [ mPa·s ] > </header>', 'label': []}"
