id,data,label
46335,Min. film building temp. | + 0°C,irrelevant
46336,"Film properties | opaque, viscoplastic",irrelevant
46337,Improved processing properties | –,irrelevant
46338,Improved water retention capability | –,irrelevant
46339,Reduced water demand | –,irrelevant
46340,High final strengths | –,irrelevant
46341,Increased cohesive force (cohesion) | –,irrelevant
46342,Increased plasticity and flexibility | –,irrelevant
46343,Greatly improved freeze-thaw cycling resistance | –,irrelevant
46344,Reduced cracking | –,irrelevant
46345,Marked reduction of water absorption | –,irrelevant
46346,"Denser, more compact mortar structure | –",irrelevant
46347,Very good alkali resistance | –,irrelevant
46348,TDS ELOTEX HD1500 – en – 20.7.2006 | Page 1 / 2,irrelevant
46349,Version | 3 / 20.7.2006,irrelevant
46350,Replaces version from | 19.8.2005,irrelevant
46351,Date of issue | 29.8.2002,irrelevant
46352,TDS ELOTEX HD1500 – en – 20.7.2006 | Page 2 / 2,irrelevant
46353,1V197 | 17/07/2018,irrelevant
46354,CHEMICALS | Technical Data Sheet,irrelevant
46355,Solids content (ISO 3251) | 50±1 %,Solid content | Solids | NV | NVM | Non-volatiles
46356,"Viscosity, 25°C, Brookfield | 2.000-4.500 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46357,"pH value, 25°C | 4-5",pH
46358,Particle Size | 0.17 μm,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
46359,M.F.F.T (ASTM D2354) | approx. 5°C,MFFT | MFT
46360,Tg | approx. 21°C,Tg
46361,"Density, 25°C | approx. 1.08 gr/cm3",Density | Specific gravity
46362,TCK Chemicals SA | T: +30 22960 25655,irrelevant
46363,38th km New National Road Athens-Corinth | F: +30 22960 21380,irrelevant
46364,19100 Megara Greece | E: info@tckchemicals.com,irrelevant
46365,17-06-2021 | 1V197,irrelevant
46366,CHEMICALS | Technical Data Sheet,irrelevant
46367,Solids content (ISO 3251) | 51+1 %,Solid content | Solids | NV | NVM | Non-volatiles
46368,"Viscosity, 25℃, Brookfield | 2.000-4.500 mPa.s",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46369,"pH value, 25℃ | 4-5",pH
46370,Particle Size | 0.29 um,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
46371,M.F.F.T (ASTM D2354) | approx. 3º℃,MFFT | MFT
46372,Tg | approx. 21º℃,Tg
46373,"Density, 25℃ | approx. 1.06 gr/cm3",Density | Specific gravity
46374,TCK Chemicals SA | T: +30 22960 25655,irrelevant
46375,38th km New National Road Athens-Corinth | F: +30 22960 21380,irrelevant
46376,19100 Megara Greece | E: info@tckchemicals.com,irrelevant
46377,EVA | Emulsion | Version | : 1.2,irrelevant
46378,Application | Wood adhesive (for D4 wood glue),irrelevant
46379,Composition | Vinyl Acetate-Ethylene co-polymer,irrelevant
46380,Technical Data | Solid Content (wt%) | : 54.5 Min,Solid content | Solids | NV | NVM | Non-volatiles
46381,Viscosity (cP) | : 100-500,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46382,"*Brookfield Viscometer, Model LVDV, #2, 60RPM, 25 | oC",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46383,pH | : 5.0 ~ 7.5,pH
46384,Free Monomer(wt%) | : 0.5 Max,irrelevant
46385,Stabilization | : PVA,irrelevant
46386,Appearance of emulsion | : Milky White,irrelevant
46387,Appearance of dry film | : Clear,irrelevant
46388,Characteristics | DA-691 is a cross-linkable co-polymer of vinyl acetate and ethylene. Form clear film,
46389,TEL: 886-2-25020238 | FAX : 886-2-25099619,irrelevant
46390,"Malaysia Plant | : Plo 18, Tanjung Langsat Industrial Estate, Mukim Sungai Tiram 81700 Pasir Gudang, Johor , Malaysia",irrelevant
46391,TEL : 607-2565800 | FAX : 607-2565799,irrelevant
46392,"Compounding | DA-691 readily accepts high load of fillers, like calcium carbonate, clay, shell- or",irrelevant
46393,DA-691 | is miscible with all others non-ionic and protective colloid stabilized,irrelevant
46394,"Cleaning | Machines, tools and equipments should be immediately cleaned up with warm water.",irrelevant
46395,"Safety & | In general, DA-691 is considered safe for their intended use. However, since these",
46396,"Storage | products contain minor amounts of residual vinyl acetate monomer, it is",irrelevant
46397,1V256,irrelevant
46398,ELOTEX® | MP2050 is a redispersible binder based on a copolymer of ethylene and vinyl acetate.,irrelevant
46399,Protective colloid | Polyvinyl alcohol,irrelevant
46400,Additives | Mineral anti-block agents,irrelevant
46401,Plasticisers | none,irrelevant
46402,Solvents | none,irrelevant
46403,Film-forming agents | none,irrelevant
46404,"Appearance | free-flowing, white powder",irrelevant
46405,Bulk density | 400 - 700 g/l,Density | Specific gravity
46406,Residual moisture | maximum 1.0 %,irrelevant
46407,Ash TGA 1000°C | 10.0% +/- 2.0 %,irrelevant
46408,pH value | 6.5 – 9.5 (as a 10% dispersion in water),pH
46409,Min. film building temp. | 0°C,MFFT | MFT
46410,"Film properties | opaque, viscoplastic",irrelevant
46411,Excellent workability | –,irrelevant
46412,Improved water retention capability | –,irrelevant
46413,Longer open time | –,irrelevant
46414,High strength | –,irrelevant
46415,High abrasion resistance | –,irrelevant
46416,Increased flexibility | –,irrelevant
46417,ELOTEX® | redispersible powders can be blended in all commercial positive mixers with other dry additives,irrelevant
46418,TDS ELOTEX® MP2050 – en – 30.4.2014 | Page 1 / 2,irrelevant
46419,Version | 6 / 30.4.2014,irrelevant
46420,Replaces version from | 1.12.2012,irrelevant
46421,Date of issue | 22.10.2004,irrelevant
46422,AkzoNobel | contact.elotex@akzonobel.com www.akzonobel.com/elotex,irrelevant
46423,TDS ELOTEX® MP2050 – en – 30.4.2014 | Page 2 / 2,irrelevant
46424,1V269,irrelevant
46425,ELOTEX® | FX2320 is a redispersible binder based on a copolymer of vinyl acetate and ethylene.,irrelevant
46426,Protective colloid | Polyvinyl alcohol,irrelevant
46427,Additives | Mineral anti-block agents,irrelevant
46428,Plasticisers | none,irrelevant
46429,Solvents | none,irrelevant
46430,Film-forming agents | none,irrelevant
46431,"Appearance | free-flowing, white powder",irrelevant
46432,Bulk density | 450 - 650 g/l,Density | Specific gravity
46433,Residual moisture | maximum 1.0%,irrelevant
46434,Ash TGA 1000°C | 10.5% +/- 1.5%,irrelevant
46435,pH value | 6.0 – 9.0 (as a 10% dispersion in water),pH
46436,Min. film building temp. | + 0°C,MFFT | MFT
46437,"Film properties | opaque, flexible",irrelevant
46438,"ELOTEX® | FX2320 is a flexible redispersible binder for the modification of mortar and plaster systems,",irrelevant
46439,ETICS: adhesives and base coat renders | –,irrelevant
46440,Base coat renders and plasters | –,irrelevant
46441,"Finishing renders and plasters, skim coats | –",irrelevant
46442,Non structural repair mortars | –,
46443,Excellent redispersability | –,irrelevant
46444,Reduced water demand | –,irrelevant
46445,Excellent rheology and workability | –,irrelevant
46446,Good open time performance | –,irrelevant
46447,Increased flexibility and impact resistance | –,irrelevant
46448,Increased cohesion | –,irrelevant
46449,Increased surface abrasion resistance | –,irrelevant
46450,Avoids crack formation | –,irrelevant
46451,Increased long-term performance | –,irrelevant
46452,ELOTEX® | redispersible powders can be blended in all commercial positive mixers with other dry additives,irrelevant
46453,TDS ELOTEX® FX2320 – en – 11.3.2014 | Page 1 / 2,irrelevant
46454,Version | 5 / 11.3.2014,irrelevant
46455,Replaces version from | 1.11.2012,irrelevant
46456,Date of issue | 29.8.2002,irrelevant
46457,AkzoNobel | contact.elotex@akzonobel.com www.akzonobel.com/elotex,irrelevant
46458,TDS ELOTEX® FX2320 – en – 11.3.2014 | Page 2 / 2,irrelevant
46459,Water-based Decorative Multicolour | Rev. 0 del 31/03/2006,irrelevant
46460,MACRI CHEMICALS ... | 1X091,irrelevant
46461,Substrate preparation:,irrelevant
46462,Application of the finished product:,irrelevant
46463,Period of application: the only precautions to be taken are the temperature that needs to be above 5°C,irrelevant
46464,"For exterior application, we suggest to overcoat NUOVA ERA with a protective transparent topcoat",irrelevant
46465,Sort of exterior surfaces: no problems with the normal building materials.,irrelevant
46466,Preliminary and final treatment of exterior surfaces before NUOVA ERA application: it is necessary,irrelevant
46467,"Via Cornalia, 19 – 20124 Milano | COMPANY",irrelevant
46468,Stabilimento e deposito: San Vittore Olona Milano | CERTIFIED BY DNV,irrelevant
46469,"CRAY VALLEY | Cray Valley USA, LLC",irrelevant
46470,"Hydrocarbon Specialty Chemicals | Exton, PA 19341",irrelevant
46471,Technical Data Sheet: | RICON® | 130,irrelevant
46472,RICON® | 130 POLYBUTADIENE,irrelevant
46473,Ricon® | RICON® | 130,irrelevant
46474,130 is a low molecular weight | RICON® | 130,Molecular weight | Mn | Mw
46475,polymer is suitable for use in peroxide and | TYPICAL PHYSICAL AND,irrelevant
46476,sulfur- cured elastomers where it acts as a non- | CHEMICAL PROPERTIES,irrelevant
46477,"ppm of 3,6 di-tertiary-butyl-4-methylphenol | Appearance | Viscous liquid",irrelevant
46478,"(CAS# 128-37-0) as an antioxidant. | Brookfield Viscosity, cps @ 25 °C | 750",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
46479,Clarity | Clear,irrelevant
46480,"PRODUCT HIGHLIGHTS | Density, g/cm3 | 0.89",Density | Specific gravity
46481,Electrical insulation properties | 28 | 1,irrelevant
46482,"1,2 Vinyl Content, % | 28",irrelevant
46483,Excellent hydrophobicity | 1 | 2500,irrelevant
46484,"Gardner Color, | 1",irrelevant
46485,Low Tg | 2500 | 98.5,Tg
46486,Mn | 2500,Molecular weight | Mn | Mw
46487,Low viscosity liquid polymer | 98.5,irrelevant
46488,"Nonvolatile Material, wt. % min. | 98.5",Solid content | Solids | NV | NVM | Non-volatiles
46489,14/08/2013 | 1X100,irrelevant
46490,Protective colloid | Polyvinyl alcohol,irrelevant
46491,Plasticisers | none,irrelevant
46492,Appearance | white powder,irrelevant
46493,Bulk density | 350 - 550 g/l,Density | Specific gravity
46494,Residual moisture | < 2 %,irrelevant
46495,"Ash (DIN EN 1246 / 950 °C, 30 min) | 9.5% +/- 1.25 %",irrelevant
46496,pH value | 7.5 – 9.5 (as a 10% dispersion in water),pH
46497,Min. film building temp. | approx. 0°C,MFFT | MFT
46498,Reduced water absorption | -,irrelevant
46499,Increased flexibility | -,irrelevant
46500,Low air content of mortars | -,
46501,Mortars for concrete repairing | -,irrelevant
46502,"Tile adhesives, flexibilized | -",irrelevant
46503,Mineral plasters | -,irrelevant
46504,Joint fillers & grouts | -,irrelevant
46505,Trowelling compounds | -,irrelevant
46506,EIFS-adhesives and -base coats | -,irrelevant
46507,TDS ELOTEX FX7000 – en – 26.7.2006 | Page 1 / 2,irrelevant
46508,Version | 1 / 26.7.2006,irrelevant
46509,Replaces version from | -,irrelevant
46510,Date of issue | 26.7.2006,irrelevant
46511,TDS ELOTEX FX7000 – en – 26.7.2006 | Page 2 / 2,irrelevant
46512,Protective colloid | Polyvinyl alcohol,irrelevant
46513,Plasticisers | none,irrelevant
46514,Appearance | white powder,irrelevant
46515,Bulk density | 350 - 550 g/l,Density | Specific gravity
46516,Residual moisture | < 2 %,irrelevant
46517,"Ash (DIN EN 1246 / 950 °C, 30 min) | 9.5% +/- 1.25 %",irrelevant
46518,pH value | 7.5 – 9.5 (as a 10% dispersion in water),pH
46519,Min. film building temp. | approx. 0°C,MFFT | MFT
46520,Reduced water absorption | -,irrelevant
46521,Increased flexibility | -,irrelevant
46522,Low air content of mortars | -,irrelevant
46523,Mortars for concrete repairing | -,irrelevant
46524,"Tile adhesives, flexibilized | -",irrelevant
46525,Mineral plasters | -,irrelevant
46526,Joint fillers & grouts | -,irrelevant
46527,Trowelling compounds | -,irrelevant
46528,EIFS-adhesives and -base coats | -,irrelevant
46529,TDS ELOTEX FX7000 – en – 26.7.2006 | Page 1 / 2,irrelevant
46530,Version | 1 / 26.7.2006,irrelevant
46531,Replaces version from | -,irrelevant
46532,Date of issue | 26.7.2006,irrelevant
46533,TDS ELOTEX FX7000 – en – 26.7.2006 | Page 2 / 2,irrelevant
46534,"Forms tough, durable films | -",irrelevant
46535,PHYSICAL PROPERTIES | -,irrelevant
46536,Type | Copolymer,irrelevant
46537,Provides strong stain covering power | Physical Form | White friable granules | -,irrelevant
46538,"Barrier properties against water and CO2 | Tg midpoint, °C | 56 | -",Tg
46539,Specific Gravity | 1.03,Density | Specific gravity
46540,"Tg midpoint, °C | 56 | -",Tg
46541,"Chemical resistant | Ford cup #4, at 25°C | 20–27",irrelevant
46542,"Ford cup #4, at 25°C | 20–27 | -",irrelevant
46543,"Provides color retention | Solubility, Solvent KB | 31",irrelevant
46544,"Solubility, Solvent KB | - | 31",irrelevant
46545,Form of Use | Solution,irrelevant
46546,Soluble in odor free solvents | - | Film Formation | Solvent Evaporation,irrelevant
46547,APPLICATIONS | Mechanical Stability | Excellent,irrelevant
46548,Rheology | Newtonian,irrelevant
46549,Odorless interior paints | -,irrelevant
46550,Odorless multi-color paints | -,irrelevant
46551,Flat and textured masonry paints | -,irrelevant
46552,"Packaging: 20 x 25 lb. (22.7 kg) paper bags, film wrapped on wooden pallets. Dimensions: Length 44 in. (1140 mm),",irrelevant
46553,Handling: Product may contain traces of residual monomers. Adequate ventilation should be maintained in the,irrelevant
46554,"Storage: Store in dry, well ventilated area.",irrelevant
46555,"Please read the material safety data sheet (MSDS) prior to use. To obtain a copy, please contact your Customer Service",irrelevant
46556,Americas | Europe / Middle East / | Asia,irrelevant
46557,"OMNOVA | 175 Ghent Road | 14, avenue des Tropiques | Greenland Riverside International Center",irrelevant
46558,"World Headquarters | Unit 09-11, 7th Floor,",irrelevant
46559,"Africa / India | Unit 09-11, 7th Floor,",irrelevant
46560,"175 Ghent Road | 14, avenue des Tropiques | Greenland Riverside International Center",irrelevant
46561,"Fairlawn, OH 44333 USA | Z.A. de Courtaboeuf 2 - Villejust | 596 Long Hua Middle Road, Xu Hui District",irrelevant
46562,"SOLUTIONS | PHONE | +1 330 869-4323 | 91955 Courtaboeuf Cedex | Shanghai, 200032, China",irrelevant
46563,"Z.A. de Courtaboeuf 2 - Villejust | 596 Long Hua Middle Road, Xu Hui District",irrelevant
46564,"PHONE | 91955 Courtaboeuf Cedex | Shanghai, 200032, China",irrelevant
46565,"+1 330 869-4323 | 91955 Courtaboeuf Cedex | Shanghai, 200032, China",irrelevant
46566,FAX | +1 330 869-4338 | France | PHONE | +86 (21) 6473 2525,irrelevant
46567,Customer | PHONE | +33 (0) 1 69 29 27 00 | FAX | +86 (21) 5421 1766,irrelevant
46568,+33 (0) 1 69 29 27 00 | +86 (21) 5421 1766,irrelevant
46569,FAX | +86 (21) 5421 1766,irrelevant
46570,Service | +33 (0) 1 69 29 27 01,irrelevant
46571,FAX | +33 (0) 1 69 29 27 01,irrelevant
46572,email | pccustserv@omnova.com,irrelevant
46573,"Forms tough, durable films | -",irrelevant
46574,PHYSICAL PROPERTIES | -,irrelevant
46575,Type | Copolymer,irrelevant
46576,Blocks most stains in one coat | Physical Form | White friable granules | -,irrelevant
46577,Specific Gravity | 1.03,Density | Specific gravity
46578,"Excellent alkali resistance | Tg midpoint, °C | 57",doubt
46579,"Tg midpoint, °C | 57 | -",doubt
46580,25% solution Isopar® G | -,irrelevant
46581,"as polystyrene tiles | Solubility, Solvent KB | 28",irrelevant
46582,Form of Use | Solution,irrelevant
46583,Non-yellowing in the dark | Film Formation | Solvent Evaporation | -,irrelevant
46584,Soluble in odorless isoparaffinic solvents | - | Excellent,irrelevant
46585,Mechanical Stability | Excellent,irrelevant
46586,Rheology | Newtonian,irrelevant
46587,Odorless interior matte and satin paints | -,irrelevant
46588,Stain sealing primers | -,irrelevant
46589,"Packaging: 20 x 25 lb. (22.7 kg) paper bags, film wrapped on wooden pallets. Dimensions: Length 44 in. (1140 mm),",irrelevant
46590,Handling: Product may contain traces of residual monomers. Adequate ventilation should be maintained in the,irrelevant
46591,"Storage: Store in dry, well ventilated area.",irrelevant
46592,"Please read the material safety data sheet (MSDS) prior to use. To obtain a copy, please contact your Customer Service",irrelevant
